ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo
4.6,5,1,71.75,101.16,85.43,73.55,74.13,101.16,102.0,113.0,133.0,46.88
4.6,5,2,73.73,105.96,89.59,74.35,77.56,105.96,106.0,112.0,133.0,42.77
4.6,10,0,68.33,87.36,82.56,81.98,55.55,87.36,90.0,120.0,129.0,60.24
4.6,10,1,66.73,96.32,79.66,72.7,78.35,96.32,97.0,113.0,134.0,51.83
4.6,10,2,65.7,92.46,79.6,75.16,73.82,92.46,93.0,115.0,132.0,56.09
4.6,15,0,62.27,90.77,68.99,66.7,80.08,90.77,91.0,112.0,137.0,57.78
4.6,15,1,61.58,94.3,71.87,69.05,88.49,94.3,94.0,110.0,137.0,54.56
4.6,15,2,62.48,85.52,74.76,75.56,68.68,85.52,87.0,117.0,131.0,62.38
4.6,30,0,57.59,80.18,69.41,75.27,71.85,80.18,82.0,116.0,132.0,67.08
4.6,30,1,57.7,83.1,69.33,73.32,77.95,83.1,84.0,115.0,133.0,64.95
4.6,30,2,62.96,81.16,76.59,82.0,57.18,81.16,84.0,119.0,129.0,65.8
4.6,45,0,61.3,78.1,60.88,58.94,56.21,78.1,80.0,117.0,137.0,69.41
4.6,45,1,57.85,81.4,68.64,73.33,73.79,81.4,82.0,116.0,133.0,67.09
4.6,45,2,62.58,79.48,59.74,55.39,63.32,79.48,81.0,117.0,138.0,68.51
4.6,60,0,58.56,71.13,56.95,56.27,50.86,71.13,73.0,119.0,135.0,76.54
4.6,60,1,57.82,76.43,64.12,69.77,62.09,76.43,77.0,118.0,133.0,72.37
4.6,60,2,58.59,76.45,58.45,59.44,60.03,76.45,77.0,117.0,136.0,72.29
4.6,90,0,55.49,67.51,52.78,54.18,55.64,67.51,69.0,119.0,136.0,80.51
4.6,90,1,58.03,69.77,61.41,68.25,42.92,69.77,72.0,122.0,131.0,78.11
4.6,90,2,59.13,70.18,60.56,63.53,40.13,70.18,73.0,121.0,132.0,76.9
4.6,120,0,53.02,64.73,57.53,71.15,46.16,64.73,66.0,122.0,131.0,83.96
4.6,120,1,53.59,68.95,63.08,78.11,56.82,68.95,70.0,121.0,129.0,79.89
4.6,120,2,50.42,71.42,54.17,65.0,74.97,71.42,71.0,116.0,136.0,78.03
4.6,180,0,56.72,68.98,56.27,58.6,46.99,68.98,70.0,121.0,134.0,79.86
4.6,180,1,51.16,65.79,57.91,73.44,56.69,65.79,67.0,120.0,131.0,82.57
4.6,180,2,59.31,69.53,52.44,47.67,62.67,69.53,71.0,120.0,137.0,78.8
4.6,240,0,54.39,74.01,54.18,59.35,68.33,74.01,75.0,115.0,137.0,73.99
4.6,240,1,57.76,64.51,53.75,48.53,42.54,64.51,67.0,122.0,134.0,83.0
4.6,240,2,55.23,67.92,51.57,52.98,61.37,67.92,69.0,119.0,136.0,80.51
4.6,300,0,50.51,68.73,56.56,69.57,67.62,68.73,69.0,118.0,133.0,80.24
4.6,300,1,57.47,71.18,53.39,52.82,63.74,71.18,73.0,118.0,137.0,76.46
4.6,300,2,52.0,69.82,55.12,64.89,65.08,69.82,70.0,118.0,134.0,79.27
4.6,360,0,49.66,61.94,53.79,69.7,50.58,61.94,63.0,121.0,131.0,86.69
4.6,360,1,52.07,64.96,55.53,67.67,50.61,64.96,66.0,121.0,132.0,83.74
4.6,360,2,54.88,69.03,46.52,48.59,83.17,69.03,70.0,117.0,140.0,79.48
4.6,480,0,52.88,66.08,46.76,50.21,74.55,66.08,67.0,118.0,138.0,82.42
4.6,480,1,50.16,61.48,51.41,62.95,46.94,61.48,63.0,121.0,133.0,86.69
4.6,480,2,57.01,70.07,48.9,48.24,77.04,70.07,71.0,118.0,139.0,78.57
4.7,0,0,93.58,152.68,133.16,79.65,98.7,152.68,149.0,104.0,132.0,1.0
4.7,0,1,93.2,151.91,137.06,81.96,98.56,151.91,149.0,106.0,129.0,3.74
4.7,0,2,95.31,147.82,134.39,81.87,90.59,147.82,146.0,108.0,129.0,5.39
4.7,1,0,84.22,129.12,114.23,79.61,88.68,129.12,129.0,109.0,131.0,19.67
4.7,1,1,82.1,128.78,111.2,78.27,92.42,128.78,128.0,108.0,132.0,20.4
4.7,1,2,75.48,127.93,108.84,78.64,104.54,127.93,126.0,106.0,133.0,22.11
4.7,2,0,73.05,121.73,102.39,77.65,101.97,121.73,120.0,107.0,133.0,28.18
4.7,2,1,76.52,115.74,101.77,78.87,86.39,115.74,116.0,111.0,132.0,32.76
4.7,2,2,79.59,114.95,100.86,77.62,78.44,114.95,115.0,112.0,132.0,33.96
4.7,5,0,72.42,96.78,86.95,77.46,64.2,96.78,99.0,116.0,131.0,50.46
4.7,5,1,68.52,102.19,85.61,74.81,84.0,102.19,103.0,112.0,134.0,45.75
4.7,5,2,70.22,108.36,86.15,72.12,89.74,108.36,108.0,109.0,136.0,40.51
4.7,10,0,66.08,98.52,76.14,68.93,83.96,98.52,98.0,111.0,137.0,50.73
4.7,10,1,70.65,92.55,83.14,76.69,60.35,92.55,95.0,118.0,130.0,54.85
4.7,10,2,67.45,93.45,77.6,71.31,70.95,93.45,95.0,114.0,134.0,53.97
4.7,15,0,60.98,87.64,75.74,76.18,77.56,87.64,88.0,115.0,132.0,61.0
4.7,15,1,62.81,86.46,72.29,71.63,69.74,86.46,87.0,116.0,133.0,62.18
4.7,15,2,65.83,91.08,71.04,65.82,70.7,91.08,92.0,113.0,136.0,56.86
4.7,30,0,57.46,81.15,70.77,76.43,74.45,81.15,82.0,116.0,132.0,67.08
4.7,30,1,62.9,76.26,65.4,65.24,44.66,76.26,79.0,120.0,133.0,70.84
4.7,30,2,56.67,79.21,71.0,78.63,72.56,79.21,81.0,117.0,130.0,68.28
4.7,45,0,53.55,71.57,60.38,70.97,64.2,71.57,72.0,119.0,132.0,77.47
4.7,45,1,58.68,78.29,64.18,68.03,63.86,78.29,80.0,117.0,134.0,69.26
4.7,45,2,61.35,71.14,66.43,75.15,35.1,71.14,74.0,123.0,130.0,76.43
4.7,60,0,55.86,76.38,56.82,61.06,68.52,76.38,77.0,115.0,137.0,72.02
4.7,60,1,56.81,74.9,64.26,71.95,61.58,74.9,76.0,119.0,132.0,73.55
4.7,60,2,52.04,74.28,57.53,67.04,76.35,74.28,75.0,115.0,136.0,73.93
4.7,90,0,57.04,73.74,62.07,68.66,57.76,73.74,75.0,119.0,133.0,74.53
4.7,90,1,53.91,74.19,62.29,72.0,69.68,74.19,75.0,117.0,133.0,74.16
4.7,90,2,50.59,73.24,61.08,73.49,78.87,73.24,74.0,116.0,132.0,74.97
4.7,120,0,53.95,66.04,59.43,73.19,46.69,66.04,68.0,121.0,131.0,81.79
4.7,120,1,51.13,69.14,56.48,68.54,66.43,69.14,70.0,118.0,134.0,79.27
4.7,120,2,56.87,67.79,54.55,54.43,49.82,67.79,69.0,121.0,135.0,80.86
4.7,180,0,54.04,70.55,61.48,73.11,59.68,70.55,72.0,120.0,131.0,77.67
4.7,180,1,49.22,68.48,51.36,62.98,71.71,68.48,69.0,117.0,136.0,80.16
4.7,180,2,56.8,64.72,52.59,49.32,47.76,64.72,66.0,122.0,134.0,83.98
4.7,240,0,51.37,65.97,54.36,65.77,56.46,65.97,66.0,120.0,133.0,83.55
4.7,240,1,54.59,66.19,49.4,50.45,64.69,66.19,68.0,119.0,137.0,81.55
4.7,240,2,55.32,66.04,56.87,63.99,41.41,66.04,68.0,121.0,133.0,81.79
4.7,300,0,50.58,60.46,52.42,65.21,41.66,60.46,62.0,122.0,132.0,87.86
4.7,300,1,56.59,65.75,51.92,49.59,53.64,65.75,67.0,122.0,135.0,83.03
4.7,300,2,50.1,70.54,49.43,58.73,76.31,70.54,70.0,115.0,138.0,79.0
4.7,360,0,50.21,66.27,46.3,53.83,76.86,66.27,66.0,117.0,138.0,83.24
4.7,360,1,56.21,66.44,54.56,55.54,45.57,66.44,68.0,121.0,134.0,81.81
4.7,360,2,54.06,64.08,48.68,49.24,61.3,64.08,66.0,120.0,137.0,83.7
4.7,480,0,51.5,60.62,52.38,62.56,38.38,60.62,62.0,122.0,132.0,87.86
4.7,480,1,54.34,67.98,52.04,55.36,59.79,67.98,69.0,119.0,135.0,80.47
4.7,480,2,54.69,62.65,49.49,47.88,53.59,62.65,64.0,121.0,135.0,85.76
4.8,0,0,93.42,149.84,132.81,80.49,96.02,149.84,147.0,106.0,131.0,2.45
4.8,0,1,88.82,148.36,133.91,82.26,102.34,148.36,146.0,105.0,130.0,3.0
4.8,0,2,94.66,148.04,134.01,81.66,91.95,148.04,146.0,107.0,130.0,4.12
4.8,1,0,79.75,127.8,114.7,81.37,95.88,127.8,126.0,109.0,130.0,22.65
4.8,1,1,83.77,130.14,116.18,80.52,90.86,130.14,130.0,108.0,131.0,18.47
4.8,1,2,79.23,124.8,108.28,78.69,93.1,124.8,124.0,109.0,132.0,24.52
4.8,2,0,75.59,109.8,99.73,80.72,79.45,109.8,110.0,113.0,130.0,39.1
4.8,2,1,74.72,119.21,101.41,77.56,95.17,119.21,119.0,108.0,133.0,29.29
4.8,2,2,74.55,118.63,102.52,78.6,94.75,118.63,118.0,109.0,132.0,30.41
4.8,5,0,67.18,100.4,79.79,70.99,84.37,100.4,101.0,111.0,136.0,47.69
4.8,5,1,66.22,99.66,86.69,77.93,85.57,99.66,100.0,113.0,132.0,48.84
4.8,5,2,66.65,100.34,82.79,73.96,85.62,100.34,101.0,111.0,134.0,47.56
4.8,10,0,65.37,93.07,78.31,73.61,75.87,93.07,94.0,114.0,133.0,54.93
4.8,10,1,64.9,87.17,75.25,73.53,65.14,87.17,89.0,117.0,132.0,60.42
4.8,10,2,63.64,90.58,77.33,74.83,75.84,90.58,91.0,115.0,132.0,58.05
4.8,15,0,66.79,89.1,69.4,63.15,63.86,89.1,90.0,115.0,137.0,59.25
4.8,15,1,64.55,88.59,69.94,66.36,69.2,88.59,89.0,114.0,136.0,59.97
4.8,15,2,65.06,86.19,68.13,64.0,62.5,86.19,88.0,116.0,136.0,61.32
4.8,30,0,60.51,79.96,64.85,66.33,62.03,79.96,81.0,117.0,134.0,68.28
4.8,30,1,59.03,77.15,67.36,73.39,59.9,77.15,79.0,119.0,132.0,70.61
4.8,30,2,59.01,79.81,66.61,70.56,66.45,79.81,81.0,117.0,133.0,68.26
4.8,45,0,54.05,73.07,55.61,62.12,66.39,73.07,74.0,116.0,137.0,75.13
4.8,45,1,59.21,72.12,62.64,67.6,45.66,72.12,74.0,121.0,132.0,75.93
4.8,45,2,58.63,77.56,58.63,59.67,62.26,77.56,78.0,116.0,137.0,71.2
4.8,60,0,56.3,78.55,65.33,71.77,72.23,78.55,79.0,116.0,133.0,70.04
4.8,60,1,59.46,74.55,57.17,55.74,59.44,74.55,76.0,118.0,136.0,73.46
4.8,60,2,58.65,73.07,61.87,66.33,50.3,73.07,75.0,120.0,133.0,74.74
4.8,90,0,53.34,70.28,58.14,68.12,61.46,70.28,71.0,118.0,133.0,78.27
4.8,90,1,55.98,72.28,55.91,59.54,57.75,72.28,73.0,117.0,136.0,76.22
4.8,90,2,51.21,75.67,65.12,76.62,82.43,75.67,76.0,116.0,131.0,73.0
4.8,120,0,55.8,65.13,53.75,54.28,44.54,65.13,67.0,121.0,134.0,82.79
4.8,120,1,55.99,73.12,52.43,54.54,72.15,73.12,74.0,116.0,138.0,75.21
4.8,120,2,54.09,69.69,58.66,68.42,57.07,69.69,71.0,119.0,133.0,78.45
4.8,180,0,52.47,62.31,55.99,70.34,40.27,62.31,64.0,122.0,131.0,85.91
4.8,180,1,56.87,66.75,55.34,55.66,43.59,66.75,68.0,122.0,133.0,82.01
4.8,180,2,52.08,64.46,57.2,72.02,49.0,64.46,66.0,121.0,131.0,83.75
4.8,240,0,54.07,67.17,57.43,67.32,49.75,67.17,69.0,121.0,133.0,80.81
4.8,240,1,49.74,64.05,53.4,67.29,56.96,64.05,65.0,119.0,133.0,84.35
4.8,240,2,51.21,68.05,52.36,61.7,63.1,68.05,69.0,117.0,136.0,80.16
4.8,300,0,49.51,64.99,52.59,65.6,60.73,64.99,65.0,119.0,133.0,84.35
4.8,300,1,55.29,65.97,53.46,55.3,48.36,65.97,67.0,121.0,134.0,82.79
4.8,300,2,53.45,64.23,49.93,52.32,56.77,64.23,66.0,120.0,136.0,83.64
4.8,360,0,53.04,63.11,56.51,69.95,40.67,63.11,65.0,122.0,131.0,84.94
4.8,360,1,56.2,66.0,52.58,51.62,51.87,66.0,68.0,120.0,135.0,81.64
4.8,360,2,51.91,60.32,50.79,56.17,40.28,60.32,62.0,122.0,133.0,87.87
4.8,480,0,52.02,63.81,51.93,59.44,47.45,63.81,65.0,121.0,134.0,84.75
4.8,480,1,54.48,61.04,48.48,45.4,52.49,61.04,63.0,123.0,135.0,87.15
4.8,480,2,56.07,65.43,49.35,47.2,62.66,65.43,67.0,121.0,137.0,82.92
4.9,0,0,91.68,150.69,132.09,80.1,99.86,150.69,147.0,104.0,131.0,1.41
4.9,0,1,93.42,158.6,132.57,77.58,104.81,158.6,154.0,101.0,135.0,7.35
4.9,0,2,93.99,145.94,130.55,80.66,90.78,145.94,144.0,107.0,131.0,5.1
4.9,1,0,84.84,128.54,96.89,67.89,86.7,128.54,127.0,106.0,141.0,22.93
4.9,1,1,83.18,133.09,104.07,72.16,95.64,133.09,131.0,104.0,138.0,18.03
4.9,1,2,85.71,119.02,112.87,84.0,71.36,119.02,121.0,114.0,128.0,29.07
4.9,2,0,76.07,109.25,101.17,82.23,77.44,109.25,111.0,114.0,129.0,38.44
4.9,2,1,79.55,117.39,101.58,77.04,82.2,117.39,118.0,111.0,133.0,30.82
4.9,2,2,74.86,110.71,101.9,82.17,82.58,110.71,111.0,113.0,129.0,38.2
4.9,5,0,74.42,104.58,79.86,65.05,73.54,104.58,105.0,111.0,139.0,44.12
4.9,5,1,64.62,98.65,81.04,74.06,87.95,98.65,99.0,111.0,134.0,49.54
4.9,5,2,69.3,102.37,81.53,70.7,82.37,102.37,103.0,111.0,136.0,45.72
4.9,10,0,66.86,92.86,74.79,68.76,71.41,92.86,93.0,114.0,135.0,55.98
4.9,10,1,64.01,85.21,75.43,75.74,63.45,85.21,87.0,118.0,131.0,62.59
4.9,10,2,64.55,91.57,77.57,74.04,75.24,91.57,92.0,114.0,133.0,56.89
4.9,15,0,62.92,85.15,72.55,72.59,66.59,85.15,87.0,116.0,133.0,62.18
4.9,15,1,65.19,85.66,72.64,70.53,60.94,85.66,87.0,117.0,133.0,62.38
4.9,15,2,61.62,84.0,73.26,75.17,67.94,84.0,86.0,117.0,132.0,63.35
4.9,30,0,57.16,79.78,64.98,69.98,72.3,79.78,80.0,116.0,134.0,69.08
4.9,30,1,57.91,77.64,63.37,67.93,64.78,77.64,78.0,117.0,134.0,71.22
4.9,30,2,53.89,79.77,65.59,73.16,82.73,79.77,80.0,114.0,133.0,68.74
4.9,45,0,59.76,73.51,67.33,76.08,47.69,73.51,76.0,121.0,130.0,74.01
4.9,45,1,56.08,72.48,58.66,64.36,57.71,72.48,74.0,118.0,134.0,75.34
4.9,45,2,52.01,79.7,65.75,74.47,88.59,79.7,80.0,114.0,133.0,68.74
4.9,60,0,58.01,70.23,65.04,76.84,44.35,70.23,73.0,122.0,129.0,77.19
4.9,60,1,55.16,72.11,63.92,75.09,59.95,72.11,74.0,119.0,131.0,75.51
4.9,60,2,58.19,79.52,60.36,62.7,68.4,79.52,80.0,115.0,137.0,69.07
4.9,90,0,53.78,68.38,51.57,55.73,62.7,68.38,69.0,118.0,136.0,80.33
4.9,90,1,54.14,73.65,58.9,66.95,67.56,73.65,74.0,117.0,135.0,75.19
4.9,90,2,55.04,67.23,57.79,66.4,46.26,67.23,69.0,121.0,133.0,80.81
4.9,120,0,57.25,69.84,56.06,57.09,50.31,69.84,71.0,120.0,134.0,78.67
4.9,120,1,51.82,71.15,46.16,52.91,89.55,71.15,71.0,115.0,141.0,78.3
4.9,120,2,55.36,76.26,51.03,54.55,84.35,76.26,77.0,114.0,140.0,72.15
4.9,180,0,52.54,66.47,52.27,59.09,54.48,66.47,67.0,119.0,135.0,82.43
4.9,180,1,56.38,67.91,54.11,54.77,51.81,67.91,69.0,121.0,135.0,80.86
4.9,180,2,55.66,66.54,63.19,80.32,41.71,66.54,69.0,123.0,128.0,81.35
4.9,240,0,53.14,65.81,47.35,50.31,71.54,65.81,66.0,119.0,137.0,83.51
4.9,240,1,51.06,68.67,48.47,55.85,74.99,68.67,69.0,117.0,138.0,80.29
4.9,240,2,46.21,65.32,56.59,75.87,74.59,65.32,66.0,118.0,131.0,83.19
4.9,300,0,52.41,63.33,46.08,48.72,69.45,63.33,64.0,120.0,137.0,85.66
4.9,300,1,53.64,66.32,46.31,48.74,76.94,66.32,67.0,118.0,139.0,82.5
4.9,300,2,55.68,66.63,55.05,58.04,44.32,66.63,68.0,120.0,133.0,81.59
4.9,360,0,53.72,65.63,52.6,57.09,50.63,65.63,67.0,120.0,135.0,82.62
4.9,360,1,54.58,58.21,46.53,39.12,51.16,58.21,60.0,124.0,134.0,90.27
4.9,360,2,49.77,63.28,52.2,65.04,54.46,63.28,64.0,120.0,133.0,85.52
4.9,480,0,52.51,66.06,53.59,62.06,52.32,66.06,68.0,119.0,134.0,81.42
4.9,480,1,48.92,63.43,47.6,57.19,63.61,63.43,63.0,118.0,136.0,86.24
4.9,480,2,50.97,63.68,39.92,45.79,95.13,63.68,63.0,117.0,141.0,86.46
5.0,0,0,99.23,152.7,130.21,76.95,89.28,152.7,150.0,105.0,134.0,3.0
5.0,0,1,97.78,149.96,132.4,79.46,88.72,149.96,147.0,107.0,131.0,3.32
5.0,0,2,90.54,155.96,131.69,78.43,106.96,155.96,151.0,101.0,134.0,4.69
5.0,1,0,81.41,130.53,111.43,77.9,95.96,130.53,129.0,107.0,133.0,19.26
5.0,1,1,80.8,130.25,117.29,81.68,96.81,130.25,129.0,108.0,130.0,19.52
5.0,1,2,81.91,127.27,110.19,78.26,90.87,127.27,126.0,108.0,132.0,22.36
5.0,2,0,79.77,113.94,98.48,76.0,76.48,113.94,114.0,112.0,132.0,34.93
5.0,2,1,71.23,112.19,97.76,78.99,93.1,112.19,112.0,110.0,132.0,36.5
5.0,2,2,75.67,121.05,100.92,76.27,95.59,121.05,120.0,107.0,135.0,28.32
5.0,5,0,66.12,98.32,89.31,81.15,83.51,98.32,99.0,114.0,129.0,50.1
5.0,5,1,72.24,100.59,83.86,71.9,71.88,100.59,102.0,114.0,135.0,47.17
5.0,5,2,72.23,97.52,86.36,76.33,66.13,97.52,99.0,116.0,131.0,50.46
5.0,10,0,71.02,90.96,73.44,63.29,55.91,90.96,93.0,117.0,136.0,56.66
5.0,10,1,65.43,88.94,71.59,67.48,67.39,88.94,90.0,115.0,135.0,59.11
5.0,10,2,66.3,93.7,74.84,68.96,74.56,93.7,94.0,114.0,136.0,55.06
5.0,15,0,60.73,82.35,70.58,73.26,66.96,82.35,84.0,116.0,132.0,65.12
5.0,15,1,60.17,82.21,76.71,82.06,68.35,82.21,84.0,118.0,129.0,65.58
5.0,15,2,63.26,86.96,73.68,72.79,69.49,86.96,88.0,116.0,133.0,61.2
5.0,30,0,60.83,76.72,65.1,67.68,52.79,76.72,78.0,120.0,132.0,71.81
5.0,30,1,57.71,79.27,65.31,70.17,69.34,79.27,80.0,116.0,134.0,69.08
5.0,30,2,57.37,73.97,64.72,72.87,57.21,73.97,75.0,120.0,131.0,74.74
5.0,45,0,56.31,68.8,62.58,74.63,46.29,68.8,71.0,121.0,130.0,78.88
5.0,45,1,59.82,82.06,59.88,59.75,69.1,82.06,83.0,114.0,139.0,66.14
5.0,45,2,55.31,71.15,61.68,71.67,56.76,71.15,73.0,119.0,132.0,76.49
5.0,60,0,56.54,69.88,58.53,64.1,48.67,69.88,71.0,120.0,133.0,78.65
5.0,60,1,50.0,75.09,56.74,67.68,85.21,75.09,75.0,114.0,136.0,73.79
5.0,60,2,55.83,68.03,57.3,63.27,45.74,68.03,70.0,120.0,133.0,79.63
5.0,90,0,53.88,69.62,58.03,67.53,57.66,69.62,70.0,120.0,132.0,79.62
5.0,90,1,59.03,71.85,59.47,60.69,45.49,71.85,74.0,120.0,134.0,75.74
5.0,90,2,59.06,71.36,56.48,54.5,53.2,71.36,73.0,120.0,136.0,76.79
5.0,120,0,56.99,71.23,57.01,59.71,50.98,71.23,73.0,119.0,135.0,76.54
5.0,120,1,49.6,65.49,54.24,68.38,61.87,65.49,66.0,119.0,133.0,83.37
5.0,120,2,56.3,67.95,58.48,65.23,43.71,67.95,70.0,121.0,132.0,79.83
5.0,180,0,56.99,69.6,56.82,59.27,46.83,69.6,71.0,120.0,134.0,78.67
5.0,180,1,49.93,67.45,51.38,62.13,66.23,67.45,68.0,117.0,136.0,81.15
5.0,180,2,48.1,65.14,57.18,75.56,66.73,65.14,66.0,119.0,131.0,83.37
5.0,240,0,53.86,70.82,52.59,57.59,65.65,70.82,71.0,117.0,137.0,78.25
5.0,240,1,59.82,65.3,52.12,42.24,51.46,65.3,68.0,123.0,135.0,82.28
5.0,240,2,48.64,68.1,50.55,62.59,72.87,68.1,68.0,116.0,136.0,80.99
5.0,300,0,50.14,67.75,54.73,67.44,66.27,67.75,68.0,118.0,134.0,81.24
5.0,300,1,55.48,62.82,51.1,48.52,47.56,62.82,65.0,123.0,134.0,85.17
5.0,300,2,51.9,66.25,55.91,68.01,55.23,66.25,67.0,120.0,133.0,82.57
5.0,360,0,52.89,69.18,53.34,60.5,60.05,69.18,70.0,118.0,135.0,79.3
5.0,360,1,51.08,65.74,55.77,69.21,56.87,65.74,66.0,120.0,132.0,83.55
5.0,360,2,57.78,66.81,50.73,46.59,61.39,66.81,68.0,120.0,137.0,81.74
5.0,480,0,50.71,64.05,54.81,68.84,53.13,64.05,65.0,120.0,132.0,84.53
5.0,480,1,52.66,63.69,49.94,53.77,55.03,63.69,65.0,120.0,135.0,84.58
5.0,480,2,50.37,61.84,50.2,59.21,48.01,61.84,62.0,121.0,133.0,87.67
