ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo,cumulative_exposure_ppm_min
7.8,0,3,88.86,148.61,128.77,160.08,0.402,0.5828,145.0,104.0,132.0,3.0,0.0
7.8,0,4,91.84,149.71,129.66,159.22,0.3866,0.5871,146.0,104.0,133.0,2.24,0.0
7.8,1,1,77.58,115.21,97.5,151.77,0.3267,0.4518,115.0,110.0,134.0,33.6,7.8
7.8,1,2,77.07,117.24,103.28,159.15,0.3426,0.4597,117.0,111.0,131.0,31.8,7.8
7.8,1,3,72.68,116.38,101.93,160.16,0.3755,0.4564,116.0,109.0,131.0,32.4,7.8
7.8,1,4,75.88,115.8,98.81,154.47,0.3447,0.4541,115.0,110.0,133.0,33.56,7.8
7.8,2,1,67.26,100.98,86.3,153.88,0.3339,0.396,101.0,113.0,132.0,47.85,15.6
7.8,2,2,67.74,106.16,87.04,150.14,0.3619,0.4163,106.0,109.0,134.0,42.34,15.6
7.8,2,3,70.97,103.06,84.72,145.71,0.3114,0.4042,104.0,112.0,135.0,44.82,15.6
7.8,2,4,69.49,100.96,86.64,152.69,0.3117,0.3959,101.0,113.0,132.0,47.85,15.6
7.8,5,1,60.76,84.63,72.37,149.19,0.282,0.3319,86.0,116.0,132.0,63.15,39.0
7.8,5,2,64.14,86.73,72.56,142.37,0.2604,0.3401,88.0,116.0,134.0,61.22,39.0
7.8,5,3,61.71,83.51,70.57,144.38,0.261,0.3275,85.0,116.0,133.0,64.14,39.0
7.8,5,4,61.97,90.69,70.84,138.52,0.3167,0.3557,91.0,112.0,136.0,57.7,39.0
7.8,10,1,57.66,77.72,58.07,121.22,0.2582,0.3048,78.0,116.0,137.0,71.2,78.0
7.8,10,2,56.93,73.15,60.74,134.08,0.2217,0.2869,75.0,118.0,134.0,74.36,78.0
7.8,10,3,56.14,73.7,62.15,140.56,0.2383,0.289,75.0,118.0,133.0,74.34,78.0
7.8,10,4,57.95,76.55,62.61,135.03,0.243,0.3002,77.0,117.0,134.0,72.21,78.0
7.8,15,1,55.6,71.95,56.1,121.81,0.2272,0.2821,73.0,118.0,135.0,76.35,117.0
7.8,15,2,53.95,71.11,54.7,122.6,0.2412,0.2788,72.0,117.0,136.0,77.21,117.0
7.8,15,3,57.17,68.86,55.46,112.35,0.1945,0.27,70.0,120.0,135.0,79.68,117.0
7.8,15,4,54.42,71.74,58.04,132.54,0.2415,0.2813,72.0,118.0,134.0,77.3,117.0
7.8,30,1,52.43,66.6,54.53,128.9,0.2127,0.2612,68.0,119.0,134.0,81.42,234.0
7.8,30,2,51.99,63.83,52.33,121.73,0.1855,0.2503,65.0,121.0,133.0,84.73,234.0
7.8,30,3,54.9,64.32,49.4,97.87,0.232,0.2522,66.0,120.0,136.0,83.64,234.0
7.8,30,4,51.89,62.19,52.96,126.23,0.1656,0.2439,64.0,121.0,133.0,85.71,234.0
7.8,45,1,52.19,61.68,50.14,109.34,0.1871,0.2419,63.0,121.0,134.0,86.71,351.0
7.8,45,2,50.91,59.95,52.18,128.38,0.1507,0.2351,61.0,122.0,131.0,88.85,351.0
7.8,45,3,52.69,65.33,51.89,116.44,0.2057,0.2562,66.0,120.0,135.0,83.6,351.0
7.8,45,4,51.44,60.63,51.37,119.59,0.1526,0.2377,62.0,122.0,132.0,87.86,351.0
7.8,60,1,49.53,60.81,47.66,111.48,0.2162,0.2385,61.0,121.0,134.0,88.67,468.0
7.8,60,2,49.94,62.21,49.79,119.27,0.1995,0.2439,63.0,120.0,134.0,86.52,468.0
7.8,60,3,53.67,63.36,47.16,95.87,0.2557,0.2485,65.0,121.0,136.0,84.82,468.0
7.8,60,4,47.89,60.7,45.55,110.72,0.2496,0.2381,61.0,119.0,135.0,88.33,468.0
7.8,90,1,51.78,61.33,49.37,107.88,0.195,0.2405,63.0,121.0,134.0,86.71,702.0
7.8,90,2,53.99,53.51,44.67,56.91,0.1727,0.2117,56.0,126.0,134.0,94.62,702.0
7.8,90,3,50.39,60.85,51.24,124.89,0.1719,0.2386,62.0,122.0,132.0,87.86,702.0
7.8,90,4,53.37,64.65,48.53,101.97,0.2494,0.2535,66.0,120.0,137.0,83.7,702.0
7.8,120,1,49.69,63.84,45.34,105.89,0.2898,0.2504,64.0,118.0,137.0,85.31,936.0
7.8,120,2,47.92,60.11,43.81,104.86,0.271,0.2357,61.0,118.0,137.0,88.26,936.0
7.8,120,3,52.82,60.76,49.08,100.81,0.1921,0.2383,62.0,122.0,134.0,87.89,936.0
7.8,120,4,45.4,57.04,47.46,130.59,0.2041,0.2237,58.0,121.0,132.0,91.59,936.0
7.8,180,1,51.99,59.38,47.06,95.98,0.2076,0.2329,61.0,122.0,134.0,88.87,1404.0
7.8,180,2,53.89,55.89,47.12,73.67,0.1569,0.2192,58.0,126.0,133.0,92.66,1404.0
7.8,180,3,45.98,58.59,47.39,126.71,0.2153,0.2298,58.0,120.0,133.0,91.42,1404.0
7.8,180,4,47.02,56.85,49.66,136.12,0.1728,0.2229,58.0,123.0,131.0,91.99,1404.0
7.8,240,1,46.6,59.88,47.4,123.61,0.2218,0.2348,60.0,120.0,134.0,89.47,1872.0
7.8,240,2,47.73,56.01,44.85,104.53,0.1993,0.2197,57.0,121.0,135.0,92.62,1872.0
7.8,240,3,48.89,58.34,46.49,107.88,0.2031,0.2288,59.0,121.0,134.0,90.63,1872.0
7.8,240,4,47.11,56.76,47.02,119.4,0.1717,0.2226,57.0,123.0,132.0,92.96,1872.0
7.8,300,1,50.16,56.94,46.79,100.12,0.1783,0.2233,58.0,123.0,133.0,91.99,2340.0
7.8,300,2,48.67,59.13,47.14,112.34,0.2028,0.2319,60.0,121.0,134.0,89.65,2340.0
7.8,300,3,45.88,55.54,44.31,111.58,0.2023,0.2178,56.0,121.0,134.0,93.58,2340.0
7.8,300,4,48.8,61.62,46.09,109.56,0.252,0.2416,62.0,119.0,136.0,87.39,2340.0
7.8,360,1,47.35,55.18,45.45,108.31,0.1763,0.2164,56.0,122.0,133.0,93.75,2808.0
7.8,360,2,49.68,59.37,45.61,102.24,0.2318,0.2328,60.0,121.0,135.0,89.68,2808.0
7.8,360,3,48.8,57.8,41.05,92.24,0.2898,0.2267,58.0,121.0,137.0,91.73,2808.0
7.8,360,4,47.66,56.99,43.65,101.98,0.2341,0.2235,57.0,121.0,135.0,92.62,2808.0
7.8,480,1,45.56,55.68,47.18,129.61,0.1818,0.2184,56.0,122.0,132.0,93.74,3744.0
7.8,480,2,48.2,60.18,43.26,102.48,0.2812,0.236,61.0,119.0,137.0,88.43,3744.0
7.8,480,3,49.67,56.75,45.39,97.39,0.2003,0.2225,58.0,123.0,134.0,92.01,3744.0
7.8,480,4,46.16,57.7,43.56,108.98,0.245,0.2263,58.0,120.0,135.0,91.46,3744.0
7.9,0,1,93.82,153.03,135.66,162.4,0.3869,0.6001,150.0,104.0,131.0,2.24,0.0
7.9,0,2,93.58,150.88,130.55,158.7,0.3798,0.5917,147.0,105.0,133.0,1.73,0.0
7.9,0,3,90.97,149.12,132.9,163.26,0.39,0.5848,147.0,105.0,131.0,1.73,0.0
7.9,0,4,91.31,150.52,128.84,158.03,0.3934,0.5903,147.0,103.0,134.0,2.45,0.0
7.9,1,1,75.57,114.31,99.43,156.96,0.3389,0.4483,114.0,111.0,132.0,34.71,7.9
7.9,1,2,75.2,113.68,98.94,157.01,0.3385,0.4458,114.0,111.0,132.0,34.71,7.9
7.9,1,3,74.96,118.73,98.85,152.74,0.3686,0.4656,117.0,108.0,134.0,31.32,7.9
7.9,1,4,71.59,114.17,96.83,155.57,0.373,0.4477,114.0,109.0,133.0,34.38,7.9
7.9,2,1,67.62,96.16,83.91,154.25,0.2968,0.3771,97.0,114.0,132.0,51.97,15.8
7.9,2,2,70.63,102.39,82.78,142.94,0.3102,0.4015,103.0,112.0,136.0,45.88,15.8
7.9,2,3,70.19,101.33,86.62,151.66,0.3073,0.3974,102.0,113.0,133.0,46.88,15.8
7.9,2,4,73.68,96.78,86.38,152.99,0.2387,0.3795,99.0,117.0,131.0,50.71,15.8
7.9,5,1,64.67,84.98,72.61,143.47,0.239,0.3332,86.0,118.0,132.0,63.56,39.5
7.9,5,2,58.26,83.78,70.59,149.0,0.3047,0.3286,84.0,115.0,132.0,64.94,39.5
7.9,5,3,59.35,84.5,73.09,152.77,0.2977,0.3314,85.0,116.0,131.0,64.14,39.5
7.9,5,4,61.83,84.25,69.91,141.63,0.2661,0.3304,85.0,116.0,134.0,64.16,39.5
7.9,10,1,51.69,72.1,61.08,147.6,0.2832,0.2828,73.0,117.0,132.0,76.12,79.0
7.9,10,2,55.87,73.2,59.49,132.51,0.2367,0.2871,74.0,118.0,134.0,75.34,79.0
7.9,10,3,56.56,72.54,60.69,135.51,0.2203,0.2845,74.0,119.0,133.0,75.51,79.0
7.9,10,4,53.23,75.1,61.71,143.26,0.2912,0.2945,76.0,116.0,134.0,73.02,79.0
7.9,15,1,54.89,75.54,57.09,126.38,0.2734,0.2962,76.0,115.0,136.0,72.95,118.5
7.9,15,2,53.18,72.02,56.0,128.99,0.2616,0.2824,73.0,117.0,135.0,76.18,118.5
7.9,15,3,55.15,68.96,58.84,136.02,0.2002,0.2704,70.0,121.0,132.0,79.83,118.5
7.9,15,4,58.39,67.0,57.79,116.05,0.1375,0.2627,69.0,122.0,133.0,81.03,118.5
7.9,30,1,54.97,67.16,52.15,108.73,0.2235,0.2634,69.0,119.0,135.0,80.47,237.0
7.9,30,2,53.76,64.04,51.94,111.0,0.1889,0.2511,66.0,120.0,135.0,83.6,237.0
7.9,30,3,48.87,63.29,50.21,125.59,0.2279,0.2482,64.0,118.0,134.0,85.18,237.0
7.9,30,4,50.61,67.96,48.88,114.55,0.2808,0.2665,68.0,117.0,137.0,81.2,237.0
7.9,45,1,55.42,63.12,47.63,89.83,0.2454,0.2475,65.0,121.0,137.0,84.87,355.5
7.9,45,2,56.02,64.01,48.41,90.73,0.2437,0.251,66.0,121.0,137.0,83.89,355.5
7.9,45,3,50.3,64.07,52.03,127.54,0.2149,0.2513,65.0,119.0,133.0,84.35,355.5
7.9,45,4,51.8,62.39,53.2,127.92,0.1697,0.2447,64.0,121.0,132.0,85.7,355.5
7.9,60,1,49.05,64.28,52.22,132.48,0.237,0.2521,65.0,119.0,133.0,84.35,474.0
7.9,60,2,50.03,59.59,46.4,103.48,0.2214,0.2337,61.0,121.0,135.0,88.7,474.0
7.9,60,3,52.45,64.85,48.46,105.39,0.2527,0.2543,65.0,119.0,136.0,84.44,474.0
7.9,60,4,51.28,60.71,47.07,101.47,0.2247,0.2381,61.0,122.0,135.0,88.89,474.0
7.9,90,1,52.44,60.51,47.18,96.33,0.2203,0.2373,62.0,122.0,135.0,87.91,711.0
7.9,90,2,53.04,61.95,47.39,96.7,0.235,0.2429,63.0,121.0,136.0,86.78,711.0
7.9,90,3,52.21,58.18,44.63,86.45,0.2328,0.2281,60.0,122.0,136.0,89.91,711.0
7.9,90,4,54.28,58.38,46.49,80.7,0.2036,0.2289,60.0,124.0,134.0,90.27,711.0
7.9,120,1,50.28,59.99,48.1,108.99,0.1982,0.2352,61.0,121.0,134.0,88.67,948.0
7.9,120,2,47.98,60.64,44.41,106.82,0.2676,0.2378,61.0,118.0,136.0,88.21,948.0
7.9,120,3,51.67,62.26,46.5,100.33,0.2532,0.2442,63.0,120.0,136.0,86.59,948.0
7.9,120,4,50.06,58.65,49.75,117.91,0.1517,0.23,60.0,123.0,132.0,90.03,948.0
7.9,180,1,48.31,59.2,44.34,103.99,0.2509,0.2322,60.0,120.0,136.0,89.53,1422.0
7.9,180,2,47.91,59.96,46.87,115.22,0.2184,0.2351,60.0,120.0,134.0,89.47,1422.0
7.9,180,3,48.17,58.02,45.18,106.04,0.2214,0.2275,59.0,121.0,134.0,90.63,1422.0
7.9,180,4,49.69,58.99,47.08,106.87,0.2018,0.2313,59.0,122.0,134.0,90.82,1422.0
7.9,240,1,45.79,56.39,44.79,114.85,0.2056,0.2211,57.0,121.0,134.0,92.6,1896.0
7.9,240,2,50.08,54.74,48.07,101.95,0.1219,0.2147,56.0,125.0,131.0,94.37,1896.0
7.9,240,3,50.3,61.59,46.84,105.9,0.2395,0.2415,62.0,120.0,136.0,87.57,1896.0
7.9,240,4,48.76,58.59,47.13,111.47,0.1956,0.2298,59.0,121.0,133.0,90.61,1896.0
7.9,300,1,47.16,59.61,44.11,108.17,0.2601,0.2338,60.0,119.0,136.0,89.36,2370.0
7.9,300,2,52.34,58.59,44.78,87.15,0.2357,0.2298,60.0,122.0,136.0,89.91,2370.0
7.9,300,3,45.9,54.91,47.49,130.63,0.1641,0.2153,55.0,123.0,131.0,94.93,2370.0
7.9,300,4,46.55,60.15,42.49,106.22,0.2936,0.2359,60.0,118.0,137.0,89.25,2370.0
7.9,360,1,49.78,56.11,44.33,92.23,0.2099,0.22,58.0,122.0,135.0,91.83,2844.0
7.9,360,2,48.67,56.25,45.68,103.01,0.188,0.2206,58.0,122.0,134.0,91.8,2844.0
7.9,360,3,53.31,57.96,46.61,84.56,0.1959,0.2273,59.0,124.0,134.0,91.24,2844.0
7.9,360,4,49.43,56.01,44.84,95.35,0.1994,0.2197,58.0,122.0,135.0,91.83,2844.0
7.9,480,1,49.06,56.84,45.65,101.69,0.1969,0.2229,58.0,123.0,134.0,92.01,3792.0
7.9,480,2,48.65,55.33,44.96,98.66,0.1875,0.217,56.0,122.0,134.0,93.77,3792.0
7.9,480,3,51.22,58.32,45.48,93.16,0.2202,0.2287,60.0,122.0,135.0,89.87,3792.0
7.9,480,4,50.89,54.71,42.11,78.17,0.2303,0.2145,56.0,123.0,135.0,93.99,3792.0
8.0,0,1,90.61,151.07,132.32,161.4,0.4002,0.5924,148.0,104.0,132.0,0.0,0.0
8.0,0,2,89.58,151.27,132.48,161.72,0.4079,0.5932,148.0,103.0,132.0,1.0,0.0
8.0,0,3,92.52,150.8,131.71,160.35,0.3865,0.5914,147.0,105.0,132.0,1.41,0.0
8.0,0,4,91.6,154.17,134.97,161.59,0.4058,0.6046,151.0,103.0,132.0,3.16,0.0
8.0,1,1,80.02,118.72,98.37,148.45,0.326,0.4656,118.0,110.0,135.0,30.74,8.0
8.0,1,2,74.96,115.57,95.49,150.33,0.3514,0.4532,115.0,109.0,135.0,33.51,8.0
8.0,1,3,78.38,117.35,98.51,150.99,0.332,0.4602,117.0,110.0,134.0,31.64,8.0
8.0,1,4,74.63,115.39,99.05,155.94,0.3532,0.4525,115.0,110.0,132.0,33.54,8.0
8.0,2,1,70.46,103.82,86.64,149.11,0.3213,0.4071,104.0,112.0,134.0,44.77,16.0
8.0,2,2,72.47,99.19,89.0,157.11,0.2694,0.389,101.0,115.0,131.0,48.28,16.0
8.0,2,3,69.11,102.77,87.63,153.01,0.3276,0.403,103.0,112.0,133.0,45.72,16.0
8.0,2,4,70.18,98.79,86.48,154.19,0.2896,0.3874,100.0,115.0,131.0,49.25,16.0
8.0,5,1,60.97,82.96,69.98,144.6,0.2651,0.3253,83.0,117.0,133.0,66.29,40.0
8.0,5,2,62.63,86.87,70.11,138.51,0.2791,0.3407,87.0,115.0,134.0,62.02,40.0
8.0,5,3,64.19,85.57,69.01,133.5,0.2498,0.3356,87.0,116.0,135.0,62.24,40.0
8.0,5,4,64.77,81.87,66.11,124.7,0.2088,0.3211,83.0,118.0,135.0,66.56,40.0
8.0,10,1,58.73,71.21,63.3,141.97,0.1753,0.2792,74.0,121.0,131.0,75.93,80.0
8.0,10,2,62.22,71.96,61.58,116.31,0.1442,0.2822,74.0,122.0,133.0,76.16,80.0
8.0,10,3,58.54,74.93,59.05,121.86,0.2187,0.2938,76.0,118.0,135.0,73.41,80.0
8.0,10,4,56.55,74.37,60.06,131.82,0.2397,0.2917,76.0,117.0,134.0,73.19,80.0
8.0,15,1,55.21,72.53,63.39,148.34,0.2388,0.2844,74.0,119.0,131.0,75.51,120.0
8.0,15,2,53.92,67.12,54.99,124.87,0.1967,0.2632,69.0,119.0,134.0,80.44,120.0
8.0,15,3,58.61,66.78,56.17,106.21,0.1589,0.2619,69.0,122.0,133.0,81.03,120.0
8.0,15,4,53.71,69.39,59.91,143.71,0.2259,0.2721,70.0,120.0,132.0,79.62,120.0
8.0,30,1,52.45,65.61,50.7,112.95,0.2273,0.2573,66.0,119.0,135.0,83.41,240.0
8.0,30,2,55.36,64.42,53.77,111.04,0.1653,0.2526,66.0,122.0,133.0,83.96,240.0
8.0,30,3,50.8,66.87,52.48,126.28,0.2404,0.2622,67.0,118.0,135.0,82.26,240.0
8.0,30,4,50.52,62.71,52.25,128.52,0.1945,0.2459,63.0,120.0,133.0,86.5,240.0
8.0,45,1,51.95,61.08,49.76,108.39,0.1854,0.2395,63.0,121.0,134.0,86.71,360.0
8.0,45,2,54.27,61.48,46.49,88.87,0.2439,0.2411,63.0,122.0,136.0,86.98,360.0
8.0,45,3,53.26,66.99,50.01,108.52,0.2534,0.2627,68.0,119.0,136.0,81.49,360.0
8.0,45,4,51.16,66.93,49.9,115.54,0.2545,0.2625,67.0,118.0,136.0,82.3,360.0
8.0,60,1,56.15,62.62,50.27,91.45,0.1973,0.2456,65.0,123.0,135.0,85.2,480.0
8.0,60,2,50.87,62.23,48.85,110.91,0.215,0.244,63.0,120.0,135.0,86.54,480.0
8.0,60,3,49.03,64.44,48.15,116.78,0.2528,0.2527,65.0,118.0,136.0,84.27,480.0
8.0,60,4,50.3,60.31,47.32,106.25,0.2153,0.2365,61.0,121.0,135.0,88.7,480.0
8.0,90,1,49.71,61.66,44.52,101.82,0.278,0.2418,62.0,119.0,137.0,87.44,720.0
8.0,90,2,49.91,60.71,50.44,122.94,0.1779,0.2381,61.0,121.0,133.0,88.65,720.0
8.0,90,3,49.99,62.43,47.35,109.49,0.2415,0.2448,63.0,119.0,136.0,86.41,720.0
8.0,90,4,50.21,58.23,49.23,113.5,0.1545,0.2284,60.0,123.0,132.0,90.03,720.0
8.0,120,1,47.43,58.68,44.47,107.5,0.2421,0.2301,59.0,120.0,135.0,90.48,960.0
8.0,120,2,48.62,57.98,46.0,106.87,0.2067,0.2274,58.0,122.0,134.0,91.8,960.0
8.0,120,3,48.34,61.97,47.5,116.51,0.2335,0.243,62.0,119.0,135.0,87.35,960.0
8.0,120,4,49.45,60.96,48.66,116.13,0.2018,0.2391,61.0,120.0,134.0,88.48,960.0
8.0,180,1,48.15,58.43,45.07,106.18,0.2287,0.2291,59.0,121.0,134.0,90.63,1440.0
8.0,180,2,46.55,58.37,43.6,108.02,0.253,0.2289,58.0,120.0,136.0,91.5,1440.0
8.0,180,3,49.77,58.09,47.2,105.84,0.1874,0.2278,59.0,122.0,134.0,90.82,1440.0
8.0,180,4,52.37,56.64,44.06,80.36,0.2221,0.2221,58.0,124.0,135.0,92.24,1440.0
8.0,240,1,49.86,57.03,44.33,93.88,0.2227,0.2237,58.0,122.0,135.0,91.83,1920.0
8.0,240,2,47.99,55.99,45.46,105.6,0.188,0.2196,56.0,122.0,133.0,93.75,1920.0
8.0,240,3,49.04,57.26,43.43,95.65,0.2415,0.2245,58.0,122.0,136.0,91.87,1920.0
8.0,240,4,48.16,58.42,46.4,111.22,0.2058,0.2291,59.0,121.0,134.0,90.63,1920.0
8.0,300,1,48.42,53.65,43.13,89.81,0.196,0.2104,55.0,123.0,134.0,94.94,2400.0
8.0,300,2,50.93,59.26,46.07,97.89,0.2226,0.2324,61.0,121.0,135.0,88.7,2400.0
8.0,300,3,50.4,51.05,46.28,68.22,0.0934,0.2002,54.0,126.0,131.0,96.55,2400.0
8.0,300,4,47.15,57.76,45.36,111.31,0.2147,0.2265,58.0,121.0,134.0,91.61,2400.0
8.0,360,1,51.61,57.12,43.08,83.56,0.2459,0.224,58.0,123.0,136.0,92.07,2880.0
8.0,360,2,48.57,54.32,39.96,84.02,0.2644,0.213,55.0,122.0,137.0,94.86,2880.0
8.0,360,3,49.99,52.42,44.54,78.47,0.1503,0.2056,54.0,125.0,133.0,96.32,2880.0
8.0,360,4,48.54,56.96,46.28,107.3,0.1876,0.2234,58.0,122.0,133.0,91.79,2880.0
8.0,480,1,45.62,57.81,46.82,125.89,0.2107,0.2267,58.0,120.0,133.0,91.42,3840.0
8.0,480,2,51.52,56.73,47.9,95.41,0.1558,0.2225,58.0,124.0,133.0,92.2,3840.0
8.0,480,3,47.09,54.16,45.47,108.79,0.1605,0.2124,55.0,123.0,133.0,94.93,3840.0
8.0,480,4,46.61,57.9,45.43,114.31,0.2154,0.2271,58.0,121.0,134.0,91.61,3840.0
8.1,0,1,91.87,154.25,133.28,159.83,0.4044,0.6049,151.0,103.0,133.0,3.32,0.0
8.1,0,2,92.93,151.28,133.12,161.33,0.3857,0.5932,148.0,105.0,131.0,1.41,0.0
8.1,0,3,93.46,151.91,134.12,161.74,0.3848,0.5957,149.0,105.0,131.0,1.73,0.0
8.1,0,4,93.22,150.46,131.1,159.71,0.3805,0.59,148.0,105.0,132.0,1.0,0.0
8.1,1,1,73.19,113.8,96.79,154.86,0.3568,0.4463,113.0,110.0,133.0,35.52,8.1
8.1,1,2,76.77,114.29,100.1,157.3,0.3283,0.4482,115.0,111.0,131.0,33.75,8.1
8.1,1,3,78.37,115.09,97.43,151.15,0.3191,0.4513,116.0,110.0,134.0,32.62,8.1
8.1,1,4,73.78,118.66,100.55,155.79,0.3782,0.4653,117.0,108.0,133.0,31.27,8.1
8.1,2,1,71.39,99.5,87.04,153.39,0.2826,0.3902,101.0,115.0,132.0,48.27,16.2
8.1,2,2,68.01,101.67,85.28,150.79,0.3311,0.3987,102.0,112.0,133.0,46.7,16.2
8.1,2,3,69.5,100.79,84.81,149.36,0.3104,0.3952,101.0,113.0,133.0,47.86,16.2
8.1,2,4,73.73,104.81,88.85,149.19,0.2965,0.411,105.0,113.0,133.0,43.94,16.2
8.1,5,1,61.95,82.85,68.7,139.38,0.2523,0.3249,84.0,116.0,134.0,65.15,40.5
8.1,5,2,61.14,83.98,71.53,147.3,0.272,0.3294,85.0,117.0,132.0,64.33,40.5
8.1,5,3,59.83,83.03,72.87,153.71,0.2795,0.3256,84.0,116.0,131.0,65.12,40.5
8.1,5,4,63.27,83.14,71.15,143.79,0.239,0.3261,85.0,118.0,132.0,64.54,40.5
8.1,10,1,57.17,76.06,60.48,130.51,0.2484,0.2983,77.0,117.0,135.0,72.24,81.0
8.1,10,2,55.7,72.06,55.7,120.02,0.2271,0.2826,73.0,117.0,136.0,76.22,81.0
8.1,10,3,55.89,75.52,58.26,127.24,0.2599,0.2962,76.0,116.0,136.0,73.1,81.0
8.1,10,4,55.0,71.99,59.01,134.16,0.236,0.2823,73.0,118.0,133.0,76.3,81.0
8.1,15,1,54.73,67.82,60.69,147.3,0.1929,0.2659,69.0,121.0,131.0,80.81,121.5
8.1,15,2,55.01,72.64,54.58,118.57,0.2485,0.2848,73.0,117.0,137.0,76.28,121.5
8.1,15,3,55.43,68.79,51.4,106.1,0.2528,0.2697,70.0,119.0,136.0,79.53,121.5
8.1,15,4,56.94,72.63,58.2,124.82,0.2161,0.2848,74.0,118.0,134.0,75.34,121.5
8.1,30,1,52.58,63.38,50.84,111.69,0.1978,0.2486,65.0,121.0,135.0,84.78,243.0
8.1,30,2,53.59,66.97,48.97,104.59,0.2689,0.2626,67.0,119.0,137.0,82.53,243.0
8.1,30,3,51.01,67.27,50.31,117.51,0.2521,0.2638,68.0,118.0,136.0,81.31,243.0
8.1,30,4,50.64,66.08,48.88,113.84,0.2603,0.2591,67.0,117.0,137.0,82.19,243.0
8.1,45,1,51.62,62.22,48.52,106.44,0.2202,0.244,63.0,120.0,135.0,86.54,364.5
8.1,45,2,50.87,59.98,47.33,103.17,0.211,0.2352,61.0,121.0,134.0,88.67,364.5
8.1,45,3,56.31,63.06,49.79,90.54,0.2105,0.2473,65.0,122.0,136.0,85.02,364.5
8.1,45,4,50.99,62.0,53.34,132.79,0.1775,0.2431,63.0,122.0,131.0,86.89,364.5
8.1,60,1,51.74,58.67,46.19,93.3,0.2127,0.2301,60.0,122.0,135.0,89.87,486.0
8.1,60,2,50.13,61.79,47.52,109.06,0.2309,0.2423,62.0,120.0,135.0,87.53,486.0
8.1,60,3,50.91,62.42,46.65,103.8,0.2527,0.2448,63.0,120.0,136.0,86.59,486.0
8.1,60,4,48.14,59.2,54.4,153.95,0.1868,0.2321,61.0,122.0,130.0,88.87,486.0
8.1,90,1,49.89,58.64,47.43,106.82,0.1912,0.23,59.0,122.0,134.0,90.82,729.0
8.1,90,2,51.19,61.63,47.06,102.97,0.2364,0.2417,63.0,120.0,135.0,86.54,729.0
8.1,90,3,49.8,58.9,48.42,112.13,0.1779,0.231,59.0,122.0,133.0,90.81,729.0
8.1,90,4,50.09,61.34,46.02,104.06,0.2498,0.2406,62.0,120.0,136.0,87.57,729.0
8.1,120,1,45.58,57.82,48.67,135.12,0.2117,0.2268,58.0,121.0,132.0,91.59,972.0
8.1,120,2,51.39,58.66,44.04,89.83,0.2492,0.23,60.0,122.0,136.0,89.91,972.0
8.1,120,3,50.61,57.27,47.11,99.36,0.1773,0.2246,58.0,123.0,133.0,91.99,972.0
8.1,120,4,49.04,59.28,48.38,116.37,0.1839,0.2325,60.0,121.0,133.0,89.63,972.0
8.1,180,1,45.1,58.46,46.09,124.45,0.2284,0.2292,58.0,120.0,134.0,91.43,1458.0
8.1,180,2,50.72,55.08,43.65,82.91,0.2075,0.216,57.0,123.0,135.0,93.01,1458.0
8.1,180,3,45.12,59.32,46.58,126.16,0.2392,0.2326,59.0,120.0,134.0,90.45,1458.0
8.1,180,4,52.64,59.68,42.81,85.02,0.2826,0.234,61.0,121.0,138.0,88.85,1458.0
8.1,240,1,50.23,58.16,40.16,86.44,0.3094,0.2281,59.0,121.0,138.0,90.81,1944.0
8.1,240,2,51.92,57.4,45.28,87.16,0.2111,0.2251,59.0,123.0,135.0,91.05,1944.0
8.1,240,3,45.81,55.5,46.78,126.01,0.1745,0.2176,56.0,122.0,132.0,93.74,1944.0
8.1,240,4,46.67,55.25,47.85,128.21,0.1551,0.2166,56.0,122.0,132.0,93.74,1944.0
8.1,300,1,47.84,56.65,45.87,109.05,0.1902,0.2222,57.0,122.0,134.0,92.78,2430.0
8.1,300,2,50.07,55.15,46.27,94.31,0.161,0.2163,57.0,123.0,133.0,92.97,2430.0
8.1,300,3,50.75,57.91,43.82,90.49,0.2433,0.2271,58.0,122.0,136.0,91.87,2430.0
8.1,300,4,50.84,59.79,41.58,89.51,0.3045,0.2345,60.0,120.0,138.0,89.64,2430.0
8.1,360,1,47.93,58.43,45.88,110.2,0.2148,0.2292,59.0,120.0,134.0,90.45,2916.0
8.1,360,2,50.32,54.67,40.89,78.95,0.252,0.2144,56.0,123.0,136.0,94.03,2916.0
8.1,360,3,51.52,59.08,45.69,93.9,0.2267,0.2317,61.0,121.0,135.0,88.7,2916.0
8.1,360,4,45.56,58.19,44.44,115.12,0.2362,0.2282,58.0,119.0,135.0,91.29,2916.0
8.1,480,1,50.73,58.8,47.49,102.84,0.1924,0.2306,60.0,122.0,134.0,89.84,3888.0
8.1,480,2,49.82,58.73,42.22,92.37,0.281,0.2303,59.0,121.0,137.0,90.75,3888.0
8.1,480,3,47.07,53.87,48.71,134.46,0.1262,0.2113,55.0,124.0,131.0,95.13,3888.0
8.1,480,4,46.36,54.86,42.39,100.93,0.2273,0.2151,55.0,121.0,135.0,94.59,3888.0
8.2,0,1,92.86,151.18,131.46,159.71,0.3858,0.5929,148.0,104.0,132.0,0.0,0.0
8.2,0,2,94.4,149.8,133.35,162.19,0.3698,0.5874,147.0,106.0,131.0,2.45,0.0
8.2,0,3,93.61,151.96,133.56,161.08,0.384,0.5959,148.0,105.0,132.0,1.0,0.0
